Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Recency,Frequency,Monetary,Cluster
17.0,13.0,3,5,1,1,1,1,10.0,290.49,0,10.0,17.0,290.49,3
0.0,14.0,3,3,1,2,2,0,7.0,125.7,0,7.0,0.0,125.7,1
24.0,11.0,4,5,4,1,5,0,7.0,316.44,0,7.0,24.0,316.44,3
16.0,12.0,4,4,3,0,6,0,1.0,145.93,0,1.0,16.0,145.93,0
19.0,21.0,3,5,4,0,6,0,3.0,290.81,0,3.0,19.0,290.81,3
11.0,8.0,3,0,4,2,8,0,0.0,173.51,0,0.0,11.0,173.51,2
15.0,8.0,4,4,4,1,5,0,0.0,148.41,0,0.0,15.0,148.41,0
6.0,13.0,3,2,4,0,1,0,2.0,143.02,0,2.0,6.0,143.02,2
5.0,14.0,4,0,1,2,3,1,11.0,196.43,0,11.0,5.0,196.43,1
15.0,12.0,2,2,4,2,5,0,3.0,193.7,0,3.0,15.0,193.7,0
1.0,15.0,3,2,1,2,2,0,7.0,152.53,0,7.0,1.0,152.53,1
1.0,18.0,5,4,5,2,3,1,1.0,151.0,1,1.0,1.0,151.0,2
4.0,10.0,1,4,3,1,9,0,2.0,139.78,0,2.0,4.0,139.78,2
28.0,14.0,4,2,1,1,6,0,8.0,193.54,0,8.0,28.0,193.54,0
1.0,15.0,4,0,3,2,3,0,3.0,212.26,0,3.0,1.0,212.26,2
13.0,31.0,5,1,1,1,2,0,7.0,245.31,0,7.0,13.0,245.31,3
9.0,15.0,2,4,1,1,3,0,2.0,147.69,0,2.0,9.0,147.69,2
14.0,9.0,4,4,3,1,4,0,3.0,148.45,0,3.0,14.0,148.45,0
0.0,14.0,1,3,1,1,1,0,7.0,125.44,0,7.0,0.0,125.44,1
1.0,5.0,5,4,4,1,3,0,1.0,150.96,1,1.0,1.0,150.96,2
0.0,16.0,4,0,5,1,10,0,0.0,203.06,1,0.0,0.0,203.06,2
3.0,30.0,4,4,2,2,11,0,3.0,147.01,0,3.0,3.0,147.01,2
8.0,17.0,4,4,3,1,3,1,1.0,163.15,0,1.0,8.0,163.15,2
11.0,14.0,4,2,5,1,7,1,5.0,167.84,0,5.0,11.0,167.84,1
17.0,14.0,1,3,2,0,3,1,2.0,128.18,0,2.0,17.0,128.18,0
17.0,33.0,4,1,1,1,3,1,13.0,294.59,0,13.0,17.0,294.59,3
7.0,14.0,3,2,5,0,6,0,2.0,165.0,0,2.0,7.0,165.0,2
0.0,10.0,3,3,4,2,2,0,2.0,132.95,0,2.0,0.0,132.95,2
1.0,16.0,4,4,5,2,9,0,5.0,167.0,1,5.0,1.0,167.0,2
19.0,9.0,3,1,4,0,9,0,1.0,266.06,0,1.0,19.0,266.06,3
3.0,22.0,3,2,3,0,9,0,2.0,153.01,0,2.0,3.0,153.01,2
14.0,8.0,3,1,5,0,8,0,8.0,265.95,0,8.0,14.0,265.95,3
28.0,8.0,4,1,1,2,8,0,8.0,298.28,0,8.0,28.0,298.28,3
28.0,12.0,4,5,5,0,6,0,3.0,319.06,0,3.0,28.0,319.06,3
1.0,15.0,2,2,4,1,2,0,3.0,173.51,0,3.0,1.0,173.51,2
25.0,6.0,3,1,2,0,3,0,8.0,270.99,0,8.0,25.0,270.99,3
1.0,8.0,3,2,4,1,5,0,4.0,148.55,1,4.0,1.0,148.55,2
3.0,16.0,4,2,3,0,2,0,4.0,165.78,0,4.0,3.0,165.78,2
15.0,16.0,3,3,3,1,4,0,3.0,129.36,0,3.0,15.0,129.36,0
9.0,32.0,3,2,3,1,7,0,2.0,153.47,0,2.0,9.0,153.47,2
12.0,17.0,4,2,3,1,5,0,3.0,185.77,0,3.0,12.0,185.77,0
1.0,10.0,4,2,5,0,3,1,4.0,166.94,0,4.0,1.0,166.94,2
5.0,9.0,4,4,2,1,2,1,3.0,151.95,0,3.0,5.0,151.95,2
5.0,35.0,4,3,4,2,2,0,1.0,128.37,0,1.0,5.0,128.37,2
6.0,33.0,4,2,1,1,2,0,3.0,169.65,0,3.0,6.0,169.65,2
18.0,14.0,4,5,1,1,2,1,11.0,315.49,0,11.0,18.0,315.49,3
13.0,15.0,4,2,1,1,10,0,2.0,148.76,0,2.0,13.0,148.76,2
9.0,7.0,5,4,3,1,8,0,8.0,147.58,0,8.0,9.0,147.58,1
9.0,32.0,5,2,2,2,6,0,3.0,161.81,0,3.0,9.0,161.81,2
4.0,14.0,5,4,4,1,3,0,2.0,146.41,0,2.0,4.0,146.41,2
8.0,14.0,3,2,3,1,2,0,9.0,141.48,0,9.0,8.0,141.48,1
9.0,15.0,4,2,4,1,3,1,2.0,188.47,0,2.0,9.0,188.47,2
1.0,7.0,4,4,1,2,3,1,9.0,151.86,1,9.0,1.0,151.86,1
15.0,20.0,4,2,3,2,8,0,3.0,162.44,0,3.0,15.0,162.44,0
24.0,15.0,3,5,4,1,5,1,10.0,298.47,0,10.0,24.0,298.47,3
24.0,13.0,4,2,3,1,3,0,0.0,161.32,0,0.0,24.0,161.32,0
2.0,6.0,3,0,1,1,2,0,1.0,179.18,0,1.0,2.0,179.18,2
19.0,7.0,1,1,5,2,2,0,12.0,275.67,0,12.0,19.0,275.67,3
16.0,12.0,4,2,3,2,2,1,8.0,140.81,0,8.0,16.0,140.81,1
21.0,16.0,4,5,4,1,5,0,9.0,296.65,0,9.0,21.0,296.65,3
2.0,8.0,3,2,1,1,2,0,3.0,188.53,0,3.0,2.0,188.53,2
6.0,6.0,2,1,3,1,5,0,5.0,261.84,0,5.0,6.0,261.84,3
12.0,34.0,4,2,5,2,4,0,3.0,142.84,1,3.0,12.0,142.84,2
30.0,18.0,5,2,5,1,6,0,1.0,178.8,0,1.0,30.0,178.8,0
12.0,11.0,4,4,3,1,9,0,1.0,158.06,0,1.0,12.0,158.06,2
8.0,14.0,4,3,3,1,1,0,2.0,124.3,0,2.0,8.0,124.3,2
3.0,28.0,4,2,3,1,3,1,0.0,163.8,1,0.0,3.0,163.8,2
11.0,32.0,5,2,1,1,9,0,4.0,182.31,0,4.0,11.0,182.31,0
0.0,7.0,3,3,3,2,1,0,2.0,133.75,0,2.0,0.0,133.75,2
3.0,22.0,6,4,1,1,2,1,4.0,146.68,0,4.0,3.0,146.68,2
1.0,16.0,4,4,5,2,3,0,1.0,150.52,0,1.0,1.0,150.52,2
8.0,14.0,3,4,3,2,2,0,4.0,143.23,0,4.0,8.0,143.23,2
4.0,7.0,5,0,3,2,3,0,3.0,209.74,0,3.0,4.0,209.74,2
5.0,16.0,3,3,3,1,7,0,3.0,134.33,0,3.0,5.0,134.33,2
31.0,22.0,4,1,3,1,4,1,3.0,282.87,0,3.0,31.0,282.87,3
4.0,14.0,3,1,4,2,4,0,0.0,264.22,0,0.0,4.0,264.22,2
12.0,21.0,3,1,5,2,1,0,10.0,233.41000000000005,0,10.0,12.0,233.41000000000005,1
7.0,6.0,4,4,2,0,2,1,3.0,136.22,0,3.0,7.0,136.22,2
12.0,30.0,3,2,1,2,8,0,7.0,141.08,0,7.0,12.0,141.08,1
0.0,8.0,1,3,5,2,8,0,1.0,134.24,0,1.0,0.0,134.24,2
14.0,16.0,4,2,5,1,2,0,2.0,179.73,0,2.0,14.0,179.73,0
18.0,8.0,4,1,2,0,10,0,8.0,267.92,0,8.0,18.0,267.92,3
9.0,15.0,3,4,5,1,2,0,0.0,117.9,1,0.0,9.0,117.9,2
11.0,26.0,4,2,3,1,5,0,3.0,182.68,0,3.0,11.0,182.68,0
21.0,14.0,5,0,5,1,9,1,3.0,225.08,1,3.0,21.0,225.08,0
9.0,9.0,4,2,4,2,7,0,3.0,169.25,0,3.0,9.0,169.25,2
10.0,12.0,3,2,1,1,5,0,1.0,165.02,0,1.0,10.0,165.02,2
8.0,17.0,4,4,4,1,3,0,1.0,145.08,0,1.0,8.0,145.08,2
25.0,6.0,4,5,3,1,1,0,9.0,299.99,0,9.0,25.0,299.99,3
14.0,8.0,3,1,4,2,2,0,4.0,260.15,0,4.0,14.0,260.15,3
0.0,6.0,4,2,5,1,2,0,7.0,197.14,1,7.0,0.0,197.14,1
1.0,16.0,5,4,3,0,2,1,1.0,158.88,1,1.0,1.0,158.88,2
14.0,16.0,5,2,4,2,2,0,9.0,161.51,0,9.0,14.0,161.51,1
11.0,16.0,3,2,3,1,4,0,2.0,160.77,0,2.0,11.0,160.77,2
3.0,9.0,4,4,4,1,2,0,3.0,156.8,0,3.0,3.0,156.8,2
0.0,28.0,4,3,4,1,2,0,0.0,128.63,1,0.0,0.0,128.63,2
19.0,36.0,4,4,1,2,7,0,4.0,159.52,0,4.0,19.0,159.52,0
20.0,8.0,4,3,1,2,2,1,2.0,132.94,0,2.0,20.0,132.94,0
9.0,7.0,4,3,4,1,1,0,2.0,122.69,0,2.0,9.0,122.69,2
28.0,29.0,4,1,3,1,5,0,8.0,299.26,0,8.0,28.0,299.26,3
9.0,20.0,3,3,5,0,2,1,8.0,122.35,0,8.0,9.0,122.35,1
5.0,31.0,4,2,1,2,4,0,5.0,177.38,0,5.0,5.0,177.38,2
0.0,6.0,3,2,3,1,1,0,2.0,148.98,0,2.0,0.0,148.98,2
9.0,30.0,4,3,3,2,6,1,3.0,120.28,1,3.0,9.0,120.28,2
15.0,14.0,1,2,4,0,7,1,0.0,123.72,0,0.0,15.0,123.72,2
0.0,30.0,5,4,2,2,2,1,0.0,111.18,1,0.0,0.0,111.18,2
5.0,15.0,2,4,4,2,11,0,3.0,146.09,0,3.0,5.0,146.09,2
5.0,10.0,4,4,5,1,3,1,4.0,155.65,0,4.0,5.0,155.65,2
15.0,8.0,3,1,5,0,1,0,7.0,276.65,0,7.0,15.0,276.65,3
2.0,15.0,4,4,1,2,3,0,3.0,158.1,0,3.0,2.0,158.1,2
1.0,15.0,3,2,4,0,2,0,3.0,173.51,0,3.0,1.0,173.51,2
24.0,9.0,4,5,3,1,4,1,8.0,317.37,0,8.0,24.0,317.37,3
16.0,31.0,4,0,5,0,3,1,9.0,199.06,0,9.0,16.0,199.06,1
1.0,14.0,6,2,3,2,3,1,7.0,185.74,1,7.0,1.0,185.74,1
0.0,11.0,3,3,3,2,2,1,0.0,128.51,1,0.0,0.0,128.51,2
29.0,15.0,3,1,2,0,8,0,3.0,211.03,0,3.0,29.0,211.03,0
20.0,14.0,4,2,3,0,4,0,1.0,177.58,0,1.0,20.0,177.58,0
20.0,11.0,3,5,3,0,5,0,1.0,283.0,0,1.0,20.0,283.0,3
7.0,9.0,5,2,5,2,4,0,12.0,147.59,0,12.0,7.0,147.59,1
19.0,13.0,3,2,3,0,3,0,0.0,152.58,0,0.0,19.0,152.58,0
9.0,10.0,4,0,1,1,8,0,9.0,203.23,0,9.0,9.0,203.23,1
13.0,8.0,1,2,4,1,2,0,7.0,142.44,0,7.0,13.0,142.44,1
6.0,7.0,4,2,4,1,3,0,10.0,187.2,0,10.0,6.0,187.2,1
10.0,16.0,4,2,2,1,3,1,0.0,166.94,0,0.0,10.0,166.94,2
9.0,9.0,4,4,1,1,3,0,3.0,145.14,0,3.0,9.0,145.14,2
1.0,15.0,6,4,5,1,3,0,2.0,149.51,0,2.0,1.0,149.51,2
1.0,8.0,4,3,4,0,1,0,4.0,132.01,0,4.0,1.0,132.01,2
12.0,16.0,3,2,5,1,3,0,7.0,153.77,0,7.0,12.0,153.77,1
5.0,7.0,3,0,1,1,2,0,7.0,204.22,0,7.0,5.0,204.22,1
8.0,14.0,4,4,3,1,2,1,8.0,148.08,0,8.0,8.0,148.08,1
1.0,7.0,4,2,4,1,3,0,5.0,188.97,0,5.0,1.0,188.97,2
0.0,14.0,1,3,3,1,8,0,2.0,135.17,0,2.0,0.0,135.17,2
16.0,15.0,3,2,3,1,4,1,7.0,156.79,0,7.0,16.0,156.79,1
18.0,35.0,2,1,2,0,5,1,12.0,258.2,0,12.0,18.0,258.2,3
5.0,12.0,4,2,1,1,3,0,3.0,179.76,0,3.0,5.0,179.76,2
6.0,10.0,3,2,4,1,6,0,7.0,130.55,0,7.0,6.0,130.55,1
9.0,11.0,3,2,1,1,4,0,0.0,120.86,1,0.0,9.0,120.86,2
9.0,8.0,4,0,3,0,2,0,0.0,175.96,0,0.0,9.0,175.96,2
24.0,11.0,3,1,4,1,2,1,10.0,240.26,0,10.0,24.0,240.26,3
10.0,7.0,5,2,3,1,2,0,3.0,168.74,0,3.0,10.0,168.74,2
22.0,9.0,3,2,4,0,5,0,3.0,206.2,0,3.0,22.0,206.2,0
6.0,7.0,4,4,1,1,2,0,3.0,148.14,0,3.0,6.0,148.14,2
3.0,9.0,4,2,3,1,3,0,3.0,171.49,0,3.0,3.0,171.49,2
0.0,14.0,3,3,4,2,2,1,0.0,124.72,1,0.0,0.0,124.72,2
0.0,14.0,3,3,4,1,3,1,2.0,123.73,1,2.0,0.0,123.73,2
1.0,16.0,4,4,5,2,4,1,1.0,156.72,1,1.0,1.0,156.72,2
5.0,10.0,3,4,4,1,3,0,2.0,139.31,0,2.0,5.0,139.31,2
10.0,16.0,3,2,4,2,3,1,1.0,141.97,0,1.0,10.0,141.97,2
27.0,25.0,3,0,4,0,3,0,1.0,207.25,0,1.0,27.0,207.25,0
0.0,8.0,3,4,3,2,7,0,1.0,143.82,1,1.0,0.0,143.82,2
15.0,8.0,4,2,2,2,4,0,0.0,167.81,0,0.0,15.0,167.81,0
5.0,8.0,3,2,4,1,1,1,2.0,140.78,0,2.0,5.0,140.78,2
21.0,9.0,5,4,1,1,11,1,1.0,148.8,1,1.0,21.0,148.8,0
14.0,9.0,4,4,3,1,4,0,3.0,145.01,0,3.0,14.0,145.01,0
11.0,6.0,1,3,3,0,2,0,0.0,128.44,0,0.0,11.0,128.44,2
10.0,8.0,6,0,5,1,4,1,3.0,227.52,0,3.0,10.0,227.52,0
14.0,9.0,4,5,3,1,2,0,13.0,305.41,0,13.0,14.0,305.41,3
0.0,10.0,4,2,2,2,2,1,3.0,144.87,0,3.0,0.0,144.87,2
19.0,31.0,4,4,4,2,3,0,5.0,146.77,0,5.0,19.0,146.77,0
3.0,21.0,4,0,5,1,3,0,7.0,171.4,0,7.0,3.0,171.4,1
11.0,6.0,4,0,3,2,10,1,0.0,153.81,1,0.0,11.0,153.81,2
3.0,18.0,3,2,3,2,1,0,4.0,165.77,0,4.0,3.0,165.77,2
10.0,15.0,4,2,4,1,2,0,3.0,141.89,0,3.0,10.0,141.89,2
21.0,13.0,3,2,5,1,5,0,2.0,154.86,0,2.0,21.0,154.86,0
14.0,7.0,4,2,1,1,6,0,4.0,190.13,0,4.0,14.0,190.13,0
9.0,14.0,1,0,5,1,10,0,3.0,217.13,0,3.0,9.0,217.13,2
11.0,8.0,6,2,1,1,3,0,3.0,220.25,0,3.0,11.0,220.25,0
5.0,6.0,3,3,5,2,2,0,0.0,129.56,0,0.0,5.0,129.56,2
9.0,15.0,4,4,3,2,3,0,5.0,168.23,0,5.0,9.0,168.23,2
28.0,10.0,4,2,5,1,4,0,6.0,184.4,0,6.0,28.0,184.4,0
9.0,28.0,4,2,1,1,3,1,8.0,165.14,0,8.0,9.0,165.14,1
24.0,6.0,4,5,3,1,6,1,1.0,318.31,0,1.0,24.0,318.31,3
0.0,31.0,4,3,4,2,5,1,2.0,123.13,1,2.0,0.0,123.13,2
4.0,11.0,3,2,5,2,1,0,7.0,199.36,0,7.0,4.0,199.36,1
2.0,15.0,3,3,3,1,10,0,2.0,129.74,0,2.0,2.0,129.74,2
8.0,9.0,5,4,5,2,3,0,4.0,168.81,0,4.0,8.0,168.81,2
1.0,12.0,4,3,2,2,3,0,1.0,135.51,0,1.0,1.0,135.51,2
31.0,25.0,4,0,2,2,8,0,3.0,230.12,0,3.0,31.0,230.12,0
17.0,7.0,3,3,1,1,5,1,2.0,131.95,0,2.0,17.0,131.95,0
10.0,19.0,3,2,1,1,2,0,7.0,142.85,0,7.0,10.0,142.85,1
1.0,20.0,4,2,5,1,4,0,3.0,167.33,1,3.0,1.0,167.33,2
12.0,6.0,2,0,2,1,1,0,7.0,196.13,0,7.0,12.0,196.13,1
16.0,7.0,4,4,5,1,5,0,3.0,150.76,0,3.0,16.0,150.76,0
6.0,15.0,5,2,4,1,3,1,10.0,177.28,0,10.0,6.0,177.28,1
3.0,28.0,2,0,5,1,3,0,3.0,224.8,0,3.0,3.0,224.8,2
9.0,15.0,4,4,2,0,3,0,3.0,150.72,0,3.0,9.0,150.72,2
17.0,17.0,4,4,1,2,2,0,8.0,149.55,0,8.0,17.0,149.55,1
12.0,17.0,3,0,1,1,2,0,7.0,176.54,1,7.0,12.0,176.54,1
16.0,33.0,3,0,5,1,9,0,1.0,208.2,0,1.0,16.0,208.2,0
0.0,14.0,4,3,1,1,6,0,3.0,123.67,1,3.0,0.0,123.67,2
25.0,8.0,4,3,2,2,8,0,2.0,132.12,0,2.0,25.0,132.12,0
20.0,33.0,5,2,4,2,10,0,3.0,204.91,0,3.0,20.0,204.91,0
12.0,12.0,1,0,3,1,3,0,6.0,182.37,0,6.0,12.0,182.37,1
7.0,9.0,3,4,2,0,1,0,2.0,137.37,0,2.0,7.0,137.37,2
12.0,12.0,4,0,5,1,5,0,7.0,199.91,0,7.0,12.0,199.91,1
1.0,31.0,4,4,4,1,3,1,1.0,149.08,1,1.0,1.0,149.08,2
18.0,10.0,3,2,4,1,2,0,8.0,144.47,0,8.0,18.0,144.47,1
7.0,9.0,3,2,1,2,1,0,4.0,177.56,0,4.0,7.0,177.56,2
14.0,31.0,4,2,2,1,3,0,8.0,158.19,0,8.0,14.0,158.19,1
12.0,7.0,4,0,5,1,3,0,12.0,260.82,0,12.0,12.0,260.82,3
16.0,17.0,3,0,3,1,2,0,9.0,175.1,0,9.0,16.0,175.1,1
30.0,11.0,4,0,4,1,3,1,4.0,205.52,0,4.0,30.0,205.52,0
25.0,9.0,6,2,4,1,7,0,3.0,179.82,0,3.0,25.0,179.82,0
7.0,23.0,4,2,1,1,3,1,3.0,178.68,0,3.0,7.0,178.68,2
29.0,7.0,4,5,5,2,2,1,14.0,315.45,0,14.0,29.0,315.45,3
13.0,8.0,3,5,3,1,1,0,9.0,294.36,0,9.0,13.0,294.36,3
6.0,14.0,1,3,5,1,7,0,6.0,131.43,0,6.0,6.0,131.43,1
10.0,7.0,4,2,2,2,6,0,1.0,191.53,0,1.0,10.0,191.53,2
1.0,36.0,5,2,3,2,3,0,9.0,170.08,1,9.0,1.0,170.08,1
1.0,19.0,4,4,1,2,3,0,5.0,151.47,0,5.0,1.0,151.47,2
23.0,23.0,4,0,5,1,6,0,11.0,232.69,0,11.0,23.0,232.69,3
4.0,35.0,4,2,1,1,2,0,7.0,154.68,0,7.0,4.0,154.68,1
13.0,8.0,3,5,3,1,1,0,12.0,280.41,0,12.0,13.0,280.41,3
27.0,9.0,5,0,4,0,4,0,13.0,200.25,0,13.0,27.0,200.25,3
10.0,9.0,4,2,4,1,6,1,1.0,194.62,0,1.0,10.0,194.62,2
31.0,13.0,4,4,3,0,10,0,3.0,147.67,0,3.0,31.0,147.67,0
26.0,29.0,3,1,1,2,7,0,8.0,242.75,0,8.0,26.0,242.75,3
5.0,14.0,4,0,2,2,3,1,11.0,196.43,0,11.0,5.0,196.43,1
0.0,8.0,1,2,3,2,1,0,7.0,165.0,0,7.0,0.0,165.0,1
9.0,13.0,2,3,2,1,5,0,2.0,120.89,0,2.0,9.0,120.89,2
9.0,26.0,3,3,1,1,2,0,2.0,121.57,0,2.0,9.0,121.57,2
4.0,16.0,4,2,5,1,3,0,11.0,155.72,0,11.0,4.0,155.72,1
7.0,14.0,1,2,3,1,2,0,8.0,167.99,0,8.0,7.0,167.99,1
0.0,10.0,5,0,1,1,2,0,8.0,204.0,1,8.0,0.0,204.0,1
11.0,14.0,1,3,3,1,2,0,3.0,126.1,0,3.0,11.0,126.1,2
21.0,11.0,4,2,1,2,3,1,8.0,166.63,0,8.0,21.0,166.63,0
60.0,27.0,3,1,1,1,5,1,0.0,278.75,0,0.0,60.0,278.75,3
16.0,14.0,3,3,1,2,1,0,7.0,124.55,0,7.0,16.0,124.55,1
1.0,32.0,5,4,4,0,7,0,2.0,150.46,1,2.0,1.0,150.46,2
13.0,25.0,3,2,1,1,9,1,7.0,127.41,0,7.0,13.0,127.41,1
20.0,20.0,3,2,3,1,4,1,2.0,145.91,0,2.0,20.0,145.91,0
4.0,7.0,5,0,3,2,3,0,3.0,209.74,0,3.0,4.0,209.74,2
5.0,15.0,4,1,4,2,5,0,1.0,289.22,0,1.0,5.0,289.22,3
8.0,14.0,4,3,3,1,1,0,2.0,124.3,0,2.0,8.0,124.3,2
22.0,24.0,3,2,2,1,2,1,7.0,168.04,0,7.0,22.0,168.04,0
30.0,16.0,4,4,3,0,4,0,4.0,154.42,0,4.0,30.0,154.42,0
14.0,12.0,3,0,1,2,4,1,0.0,235.91000000000005,0,0.0,14.0,235.91000000000005,0
1.0,28.0,4,4,3,1,3,0,1.0,148.77,1,1.0,1.0,148.77,2
10.0,17.0,4,0,1,2,3,0,3.0,224.8,0,3.0,10.0,224.8,0
1.0,11.0,3,2,1,2,2,0,2.0,149.08,0,2.0,1.0,149.08,2
7.0,15.0,4,2,5,1,4,0,3.0,188.92,0,3.0,7.0,188.92,2
0.0,13.0,4,2,5,2,9,0,7.0,168.11,0,7.0,0.0,168.11,1
5.0,9.0,4,4,3,1,2,0,3.0,155.67,0,3.0,5.0,155.67,2
11.0,9.0,4,2,3,0,6,1,3.0,221.02,0,3.0,11.0,221.02,0
11.0,12.0,4,2,1,1,9,0,5.0,188.47,0,5.0,11.0,188.47,0
15.0,12.0,2,4,3,1,4,1,4.0,146.27,0,4.0,15.0,146.27,0
9.0,8.0,4,3,3,2,2,0,0.0,122.74,0,0.0,9.0,122.74,2
8.0,24.0,3,2,5,1,1,0,4.0,0.0,0,4.0,8.0,0.0,2
9.0,17.0,3,3,4,1,2,0,2.0,122.44,0,2.0,9.0,122.44,2
10.0,9.0,5,0,3,0,3,0,1.0,200.96,0,1.0,10.0,200.96,2
0.0,14.0,3,2,3,1,1,1,4.0,149.07,0,4.0,0.0,149.07,2
12.0,9.0,5,4,4,2,3,0,4.0,149.4,0,4.0,12.0,149.4,2
6.0,19.0,3,3,1,2,4,0,2.0,134.52,0,2.0,6.0,134.52,2
31.0,31.0,2,0,1,1,5,1,3.0,219.39,0,3.0,31.0,219.39,0
10.0,33.0,1,2,3,2,5,1,3.0,163.97,1,3.0,10.0,163.97,2
0.0,12.0,4,3,2,2,2,1,0.0,129.26,1,0.0,0.0,129.26,2
30.0,8.0,4,1,2,2,4,1,3.0,237.26,0,3.0,30.0,237.26,0
20.0,21.0,4,4,4,0,11,1,4.0,174.63,1,4.0,20.0,174.63,0
17.0,14.0,3,3,1,2,7,1,2.0,124.36,0,2.0,17.0,124.36,0
1.0,11.0,2,4,5,1,4,0,3.0,153.19,0,3.0,1.0,153.19,2
29.0,15.0,3,3,3,1,3,0,3.0,129.42,0,3.0,29.0,129.42,0
0.0,14.0,3,3,4,2,1,0,2.0,124.22,1,2.0,0.0,124.22,2
1.0,9.0,2,2,3,1,3,0,8.0,177.06,0,8.0,1.0,177.06,1
11.0,9.0,5,2,1,1,7,0,1.0,176.63,0,1.0,11.0,176.63,2
22.0,29.0,4,1,1,1,5,0,8.0,296.74,0,8.0,22.0,296.74,3
24.0,17.0,4,1,4,2,4,0,3.0,231.42,0,3.0,24.0,231.42,0
0.0,14.0,3,3,5,2,2,1,2.0,123.8,0,2.0,0.0,123.8,2
9.0,35.0,2,2,3,1,3,0,9.0,159.07,0,9.0,9.0,159.07,1
19.0,27.0,6,0,5,1,4,1,8.0,233.51,0,8.0,19.0,233.51,3
23.0,35.0,4,1,3,0,1,0,7.0,270.46,0,7.0,23.0,270.46,3
1.0,7.0,4,4,4,1,3,0,5.0,163.16,0,5.0,1.0,163.16,2
22.0,7.0,3,1,3,2,5,0,0.0,253.79,0,0.0,22.0,253.79,0
4.0,9.0,3,3,5,1,2,1,3.0,130.65,0,3.0,4.0,130.65,2
4.0,32.0,5,0,4,2,4,1,3.0,215.94,1,3.0,4.0,215.94,2
13.0,8.0,3,2,4,1,8,0,3.0,157.15,0,3.0,13.0,157.15,0
1.0,16.0,5,4,5,0,5,0,3.0,169.0,1,3.0,1.0,169.0,2
6.0,14.0,3,3,2,2,1,0,2.0,125.0,0,2.0,6.0,125.0,2
5.0,36.0,5,2,1,1,3,0,8.0,179.68,0,8.0,5.0,179.68,1
15.0,16.0,3,1,5,0,1,0,9.0,267.99,0,9.0,15.0,267.99,3
6.0,17.0,4,4,3,1,8,0,4.0,159.33,0,4.0,6.0,159.33,2
15.0,8.0,3,1,3,1,1,1,10.0,278.61,0,10.0,15.0,278.61,3
15.0,11.0,6,2,4,1,8,0,3.0,189.3,0,3.0,15.0,189.3,0
3.0,9.0,5,2,4,0,4,0,1.0,191.44,0,1.0,3.0,191.44,2
11.0,9.0,3,3,3,1,4,0,2.0,128.21,0,2.0,11.0,128.21,2
5.0,18.0,4,2,5,1,3,1,2.0,193.33,0,2.0,5.0,193.33,2
3.0,13.0,4,4,5,0,9,1,3.0,149.04,1,3.0,3.0,149.04,2
10.0,24.0,5,2,4,1,4,0,4.0,180.07,0,4.0,10.0,180.07,2
19.0,9.0,6,2,3,2,2,0,2.0,191.32,0,2.0,19.0,191.32,0
9.0,9.0,4,2,5,1,4,0,1.0,175.93,0,1.0,9.0,175.93,2
9.0,13.0,3,4,3,1,2,0,0.0,112.74,0,0.0,9.0,112.74,2
9.0,18.0,4,3,5,0,2,0,0.0,120.33,1,0.0,9.0,120.33,2
29.0,9.0,5,5,5,1,10,0,1.0,315.38,0,1.0,29.0,315.38,3
13.0,14.0,4,3,1,2,1,1,3.0,123.42,0,3.0,13.0,123.42,2
11.0,14.0,3,3,3,1,3,1,7.0,126.55,1,7.0,11.0,126.55,1
18.0,19.0,1,1,3,2,7,1,8.0,236.95,1,8.0,18.0,236.95,3
10.0,12.0,2,2,5,1,5,1,7.0,159.74,0,7.0,10.0,159.74,1
8.0,16.0,3,4,1,1,2,0,2.0,139.17,0,2.0,8.0,139.17,2
1.0,9.0,4,4,4,2,3,0,1.0,138.93,1,1.0,1.0,138.93,2
8.0,7.0,4,0,1,2,3,0,3.0,223.88,0,3.0,8.0,223.88,2
6.0,8.0,5,4,4,1,2,0,3.0,147.69,0,3.0,6.0,147.69,2
1.0,27.0,4,2,3,2,2,0,3.0,147.72,0,3.0,1.0,147.72,2
9.0,14.0,4,0,5,2,2,0,9.0,175.87,0,9.0,9.0,175.87,1
3.0,31.0,3,2,3,1,8,1,2.0,147.36,0,2.0,3.0,147.36,2
9.0,11.0,3,0,5,1,5,0,2.0,180.08,0,2.0,9.0,180.08,2
30.0,6.0,3,2,3,0,3,0,2.0,167.55,0,2.0,30.0,167.55,0
25.0,9.0,4,0,3,1,3,1,4.0,179.69,0,4.0,25.0,179.69,0
23.0,8.0,3,1,5,1,2,0,7.0,279.24,0,7.0,23.0,279.24,3
6.0,6.0,4,2,1,2,1,0,4.0,169.49,0,4.0,6.0,169.49,2
9.0,8.0,4,3,3,2,7,1,0.0,120.9,1,0.0,9.0,120.9,2
13.0,10.0,5,2,3,1,2,0,8.0,155.69,0,8.0,13.0,155.69,1
14.0,8.0,3,1,5,1,8,0,8.0,265.95,0,8.0,14.0,265.95,3
0.0,14.0,4,3,2,2,2,0,0.0,125.64,1,0.0,0.0,125.64,2
24.0,31.0,4,1,3,0,5,1,6.0,264.73,0,6.0,24.0,264.73,3
6.0,7.0,4,2,5,1,6,0,3.0,165.87,0,3.0,6.0,165.87,2
9.0,6.0,4,3,3,1,7,0,7.0,122.58,0,7.0,9.0,122.58,1
